fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality
6.918131927992551,0.3489562055798864,0.255549336814154,2.569234959478537,0.060434090476945715,23.818680720074497,188.8186807200745,0.9942691230221332,3.309945120791806,0.5273076504052147,9.773076504052147,4.0
6.342743032650552,0.36528819084508674,0.21431424183736203,1.7184896078744085,0.04563420169974251,39.876735947503946,114.0,0.9927101388758003,3.2451093764724646,0.4379722248399369,9.812326405249605,4.0
8.241396274811933,0.23241888244358008,0.36,1.4597672875313443,0.037827925496238674,12.793018625940332,120.79301862594033,0.9946873976020424,3.1879301862594036,0.4221861699749245,9.937905587782101,4.0
8.173082423586617,0.27469582528454656,0.2972492400074809,1.3161138940098347,0.03911983729427167,5.377212588169287,25.75442517633857,0.9920263275529015,3.0752065082291336,0.3876032541145667,10.5,4.0
7.10404388499953,0.24080877699990605,0.380808776999906,1.5429232012508223,0.03789890287501175,27.0404388499953,139.06065827499296,0.9927603409168767,3.2385846402501643,0.5132813488751997,10.406065827499294,4.0
7.3680857187347435,0.28,0.5525533343714402,10.740426195295973,0.04674466656285599,58.82978570316314,179.2765952343877,0.9977063833359286,3.09936166640714,0.47595738047040276,8.855319046877543,4.0
6.204137357920287,0.36229664915355114,0.15457923010884025,3.775035170495655,0.05729242869407253,26.58345056831885,112.79172528415943,0.9935035237883314,3.0991584602176805,0.37124120737608624,9.304137357920286,4.0
6.818509137566496,0.3787280622268153,0.26705265065564326,5.660086844949684,0.06358946986887135,9.450877510927388,117.45087751092738,0.9945065967074306,3.154508775109274,0.37705265065564325,10.019648995629044,4.0
6.662354752782941,0.3539697956574631,0.16870642583488243,2.916769914250956,0.05254415161468015,16.267622149234555,83.21766064587206,0.9940514717204894,3.0850580988868237,0.45029434409786767,9.470294344097868,4.0
8.394392079062944,0.21478510893118788,0.37993449502195936,1.0894392079062944,0.045841588118594415,31.052803960468527,105.63037227672031,0.9919568972673499,3.0073925544655937,0.35633647525622336,10.46303722767203,4.0
7.480825376839368,0.36432988311218767,0.3016082805307496,4.076287142340642,0.056678343893850076,10.026804675512494,118.0268046755125,0.9948982271793485,3.160268046755125,0.4116082805307496,9.789278129795003,4.0
6.699684482831468,0.4841167413523572,0.18794951725303471,4.600631034337066,0.041817037927100786,12.00315517168533,99.99684482831466,0.9938413251721079,3.152239793048085,0.659684482831467,10.558359310723628,4.0
6.558068920352767,0.36247204169154584,0.25204291288104963,4.7978543559475195,0.053451495457259544,61.806436932157446,202.02145644052482,0.994318283484758,3.2381716515241985,0.6234421325463549,9.879570871189504,4.0
8.013759686760825,0.16412790602824756,0.36,1.4977067188731958,0.03327519373521651,13.931201566195874,121.93120156619588,0.9941334819044513,3.1993120156619588,0.3918346249014434,10.279360469858762,4.0
6.628843201691675,0.297452439703957,0.40269407898499543,6.582724781391583,0.03598534813110475,16.389459978854074,87.03367598731245,0.9923290180916725,3.1459151590272874,0.6901465186889525,11.669254386466605,4.0
7.490667763006607,0.31636490651049154,0.29274378463639006,2.7994411353837223,0.04218245325524577,19.089130885311846,67.0,0.9924016429015522,3.017284158594424,0.4881754674475423,10.745403739580338,4.0
7.140400105540302,0.3810898918211898,0.42977007123970423,5.323499604223865,0.04548999736149243,19.89399841689546,65.0,0.9913337594089743,3.043409976253432,0.39063003430059834,12.376500395776134,4.0
7.5954156483280535,0.19045843516719468,0.3578710268176699,3.8253300746497705,0.04339627138511089,37.60916870334389,169.47707824164027,0.9966390831296656,3.5248251833009503,0.4643667481337557,9.121833740668778,4.0
8.51399806379692,0.2479482270304958,0.48130393317962417,2.0697027714577767,0.05577852353830429,15.20517729695042,151.0,0.9946410354593901,3.052703739559316,0.4879482270304958,9.350814958237265,4.0
7.6,0.21090154047769272,0.3501803080955385,1.2072123238215418,0.04083772271401531,6.981969190446145,106.0,0.9914288492952861,3.061622772859847,0.44909845952230726,11.283772271401531,4.0
7.190158005143591,0.2056731391255896,0.3580316010287181,7.472514751650248,0.04182636588169742,34.62952598456923,161.20984199485642,0.9945072415753108,3.0667873595885125,0.5843268608744104,10.975395012858977,4.0
7.5049215994003315,0.3992878936231734,0.3269947732933554,6.120731738930245,0.04207643734432727,16.475392002998348,117.87434666166942,0.9958327744020988,3.2990156801199335,0.4065026133533223,10.382513066766611,4.0
9.904059315383732,0.919594068461627,0.43439110269244036,4.9579239615694215,0.05408118630767462,34.0,183.87822053848808,0.9980472289000115,3.1147970342308136,0.5223614450005749,10.095940684616268,4.0
6.313268701927913,0.4319157865347859,0.1827767326940488,2.0144986250125747,0.11137606711617777,8.373462596144174,109.87961221156748,0.9928493850384577,3.041080885575859,0.40638836634702435,9.451844884626992,4.0
9.820632052291948,0.4644753514650356,0.8322730646431806,5.661542267769217,0.04912237675732518,19.632869728024467,124.48950702930071,0.9965307711338847,3.029160562344057,0.5185663730127624,9.985663730127625,4.0
7.1677528032437685,0.3752179816644865,0.33007190620576277,3.44820234485593,0.04067033741186141,28.206516819462614,142.0,0.9934121461265891,3.2228988787024924,0.43793483180537385,10.223910091677567,4.0
7.430200638801161,0.2005656960342525,0.3295300958201743,4.138731354776492,0.03730200638801162,23.0,110.29242720256894,0.9942033074394434,3.239146928402467,0.5692427202568939,10.270757279743105,4.0
6.222853201123828,0.5120013796066604,0.06685596033714823,0.9485688007492183,0.03885711000936523,26.285779981269542,90.9143579793965,0.9912039843644579,3.1445706402247655,0.4185711000936523,10.602862398501564,4.0
6.850033781517895,0.6193610651238685,0.08938133403460527,9.887626680692104,0.06149966218482105,25.62474663861579,141.81237331930788,0.997272548983201,3.356866132351553,0.46250168907589473,8.950033781517895,4.0
8.102733831639037,0.2795899252541443,0.30623237568931827,0.8390431589263366,0.041390431589263366,5.0,25.198633084180482,0.9920780863178527,3.0836992785197057,0.36006834579097596,10.400683457909759,4.0
5.463388033219849,0.47318112306524596,0.09366119667801504,1.0299765571914932,0.02970023442808507,6.466822952056713,50.76658852397164,0.9906666354095887,3.423637753869508,0.4613270819177315,11.153317704794327,4.0
6.320084749012694,0.2833192084978844,0.23794915059238375,1.8733615830042312,0.07594293822143863,18.8689266403385,197.06553667983076,0.9949841864478279,3.49,0.5867231660084625,9.766384169957687,4.0
8.93161381957353,0.7413505883901115,0.405083473426217,6.414062373409227,0.05229944351049189,31.005564895081132,186.7005564895081,0.9976662220742519,3.170905396783621,0.5750278244754057,10.110166946852434,4.0
5.577568118825532,0.2930607970293617,0.2503092215371276,1.1867400371329788,0.07370387858894681,46.43867933160639,166.0,0.9947643081559585,3.360718025993085,0.5365303985146809,8.82143605198617,4.0
6.072489347105954,0.4024893471059541,0.12200852231523676,2.2388618553874826,0.03563755326447023,5.362446735529771,83.55021305788092,0.9916450669417274,3.2655021305788092,0.38187766322351147,10.775106528940459,4.0
6.601533446354712,0.4715334463547123,0.24542169774754585,7.542169774754586,0.1877897248726768,21.50383361588678,192.00766723177355,0.9967924209154732,3.28342821748642,0.6501533446354713,9.29769983046793,4.0
7.968271793023965,0.5944388158857721,0.3071300986761857,2.0643495066190716,0.04628699013238143,18.426019735237134,137.64349506619072,0.994732621299643,3.236042722021418,0.6903922286404894,10.675223273166752,4.0
6.785911271049863,0.26339508392152317,0.23602757794698093,3.0769064747401638,0.04216630695270354,24.256354915800546,111.62817745790028,0.9938584058753404,3.262055155893962,0.5457733813149591,9.885911271049864,4.0
6.804436784089348,0.6268942511374562,0.0433719559079046,1.2991126431821305,0.05777816079553259,25.035494272714786,133.07986211360827,0.992704143445002,3.17,0.3903549427271479,10.204436784089348,4.0
6.555004742064332,0.5191102680774521,0.17055608245159246,2.255004742064332,0.04696663505290445,10.494439175484075,76.0,0.9925081093196646,3.326471247464554,0.4370273299161464,10.728614535935352,4.0
6.5,0.2752002722662878,0.2056008167988633,3.75797685736554,0.07096130687818127,6.520027226628777,113.21995916005683,0.9947719618827198,3.184996596671403,0.37340122519829494,8.938017697308705,4.0
6.124218117673521,0.5696282287015426,0.014906174120822513,0.8149061741208226,0.03655281477637533,30.198748988277632,95.0,0.9904392493929666,3.08658444329126,0.3980125101172237,10.855281477637533,4.0
6.1623490940599215,0.3178238179455059,0.20232300043323923,3.3246981881198434,0.03802936367574902,5.202936367574902,85.6088091027247,0.9919257781040244,3.292176182054494,0.41623490940599217,11.317357269182589,4.0
7.008994968429296,0.2960670021047136,0.48812451438220944,1.8352149543978724,0.0344191516486923,11.524399719371523,146.47560028062847,0.9918349670722618,3.0560670021047134,0.6152439971937153,10.913874912303601,4.0
8.15115211608132,0.2897964671503388,0.4871505401047437,1.0264592704559514,0.044183179564695044,29.142472994762816,117.91858686013553,0.9927918586860136,3.2408141313986447,0.3628494598952563,10.88575270052372,4.0
7.334705889029825,0.28834705889029827,0.27487646998731574,14.0987353285036,0.067,49.31411755358244,178.33058822194036,0.9981849529490552,3.0581823522067193,0.5032235288776139,9.166941177805965,4.0
6.709823628388835,0.3959445689222054,0.5311587344500482,1.2198992162221916,0.07508815790610751,9.697732364999311,151.0,0.9932397984324444,3.0840050391888902,0.57,9.410075587833356,4.0
7.573921445306773,0.34242569562084296,0.2959731591278675,6.106423905210735,0.0368283797080562,4.585810145971902,84.17162029194381,0.9930517258650222,3.118465956929042,0.3585810145971902,10.920134204360663,4.0
6.224056272343388,0.29932395460943534,0.29556623659396725,1.8413520907811294,0.06505971086558396,16.308167262490343,198.3459163687548,0.9947729237991555,3.49,0.5227041815622586,10.086479092188707,4.0
7.251164686239962,0.254186349798394,0.31558234311998123,7.818634979839399,0.045953575567038274,56.976706275200755,194.48835313760037,0.9960395504271677,3.1990698811743976,0.7044176568800188,9.697670627520075,4.0
6.821114923137294,0.27,0.28929616922875684,4.364216691633542,0.04438118922614073,5.788850768627053,88.07038307712432,0.994252718691372,3.312550599921517,0.4673310461176231,10.656306461699453,4.0
8.195614715791873,0.17869672240594647,0.44434220736878094,7.473749833093162,0.044956147157918736,23.0,108.652254180446,0.9945586782609034,2.982186488269871,0.40522541804459866,10.434774581955402,4.0
6.5,0.2888772779316758,0.2466318337950274,2.595431375807557,0.13661093407204383,7.8877277931675795,111.16840831024864,0.9928571810895654,3.0140340258540523,0.4349477506925411,9.827023065558928,4.0
7.214727198012429,0.39410912079502847,0.6082182415900569,11.168179950310723,0.04291453574161576,68.96909613912997,189.58908792049715,0.9977531628593292,3.077054560397514,0.49,8.6,4.0
5.53233760102228,0.23638533248143315,0.2494025606133681,2.029350404089121,0.03751904537081694,5.225541329925733,47.90216531970293,0.9911472293350372,3.1692381851673224,0.456766239897772,10.348095462918305,4.0
6.349234334105451,0.5828387567311888,0.17869257505790884,4.275382832947274,0.04110011585842716,6.753828329472744,112.11542917631814,0.9936455823094971,3.287691416473637,0.39522969976836464,10.032273825998214,4.0
6.631119064502288,0.24767870304713327,0.25849457831410494,1.2,0.05015054216858951,7.0,107.07653437277524,0.9921966354358537,3.151505421685895,0.5199747342303903,10.358032423821669,4.0
7.359546999623465,0.27152751993975444,0.3697734998117326,9.552751993975443,0.0509391619826794,54.8090600075307,193.40453000376536,0.9969282853969125,3.205572819977408,0.6502265001882674,9.48090600075307,4.0
6.238891760446786,0.5787493538994732,0.09601933212658935,3.227757676872498,0.040907474410425006,6.30554119776607,28.175901996276785,0.9933740721597022,3.286110823955321,0.4026842758585178,10.21759019962768,4.0
8.325058682313655,0.2718794011735241,0.458770538809779,1.3250586823136543,0.04787470658843173,8.125293411568272,71.87470658843174,0.9943580267071246,3.0787470658843175,0.6068676647107932,10.331323352892069,4.0
6.829398099233598,0.5035881732955305,0.1281942977007926,1.4763885954015852,0.05359028511496037,25.0,133.88194297700792,0.9929422449839455,3.2111573389270367,0.45173600839055483,10.170601900766401,4.0
7.388575421104754,0.29319464186389643,0.44737658708086586,1.1524682583826826,0.04120521839743718,7.737658708086587,67.52468258382683,0.9925337234685409,3.1768829354043295,0.5204160744083107,10.900775772682257,4.0
6.204668258344177,0.3755142174995353,0.15744470972402955,3.7554581194294694,0.059202527555472936,27.099684055565884,113.2492101389147,0.9934081011022189,3.0784731447231,0.3409968405556589,9.284731447231,4.0
5.2903913330260375,0.42759783325650935,0.11384346678958501,1.133630334408869,0.029864780027656627,6.384346678958501,50.327393311822625,0.9908070824681724,3.510960866697396,0.47231306642082993,11.238434667895849,4.0
5.9815488271924435,0.23084025583806886,0.2881548827192444,4.645304903995801,0.052456341152050376,40.54365884794962,199.1812196159832,0.9961644144992218,3.6620097228853736,0.6954695096004198,10.045304903995802,4.0
6.665936080970969,0.3514276982459133,0.19318721619419385,1.7274886477677542,0.04529680404854847,18.46149144401072,84.2197869365699,0.9930296804048548,3.1694490045889236,0.4565936080970969,9.968127838058061,4.0
7.9957824777118285,0.22957824777118285,0.37021087611440856,9.57118026436416,0.05388050353516848,23.07732124194981,159.01405840762723,0.9979187200430294,3.3181021149703227,0.47105438057204285,9.811949646483153,4.0
6.011456050215525,0.34145605021552466,0.17083515982758027,2.879711472736991,0.03594271974892238,5.057280251077623,84.7708789956895,0.9913124354736745,3.277708789956895,0.39713598744611883,11.385439497844754,4.0
6.277477629773151,0.3990089480907396,0.29630592556712243,6.787388148865755,0.06359463114555625,9.675671106805469,116.54955259546303,0.9946729697747638,3.1770268442722185,0.3995492144990677,9.929731557277812,4.0
6.591944585701435,0.3588968697918795,0.6372498728687087,1.1525397632579628,0.06717342218281061,8.18214467330416,151.0,0.9931050795265159,3.087373011837102,0.57,9.460595177556527,4.0
6.67802125049634,0.17780212504963402,0.5338137647525967,10.799418014851865,0.04681513161385152,64.61280367325898,160.3639169208156,0.9966375556623779,2.9778021250496343,0.37988360297037294,9.100581985148136,4.0
6.654753883824421,0.4583344562645811,0.04940323792663992,0.9154753883824421,0.043232130825736625,31.92262305808779,99.54163859338547,0.9922352393785882,3.1291672281322906,0.4607147669705347,9.854163859338549,4.0
6.8472060434197,0.42701401329529076,0.1816181302590995,1.5832362605181989,0.05091909348704503,25.0,134.41618130259099,0.9930829277430157,3.2360884607875797,0.48913269118136965,10.1527939565803,4.0
6.20402078792965,0.4278555797708535,0.48597921207035033,6.370514221849236,0.045013402626432164,11.919584241407007,114.98659737356783,0.9962892778988542,3.2697319474713566,0.5670514221849235,8.994638949427134,4.0
6.597921982705134,0.34172543104212383,0.16523931033260192,4.585232543458757,0.046669392243900855,5.151762931263714,90.43450862084248,0.9938246909055873,3.028897974146336,0.4147606896673981,9.248237068736286,4.0
6.0159467617697,0.6356012148577618,0.015162268846806925,5.3814849489724885,0.03331216435861073,7.866215274881116,30.73243054976223,0.9935197291649287,3.3075134256555705,0.5037567128277854,10.5,4.0
7.960083615125147,0.31745986641705487,0.25927424754773,1.2870902942724052,0.05025401335829452,11.554431433920254,87.8911371321595,0.9945854849509547,3.2309280943466248,0.37399163848748523,9.5,4.0
6.306996102833113,0.28724280146904446,0.23069961028331135,2.141564190975782,0.1188395323399736,7.724280146904448,110.17284044071334,0.9927496295735572,3.063415566211977,0.4786007794333773,9.803498051416558,4.0
8.28658149198158,0.31275612338678943,0.2816592080565258,5.462193830660527,0.04037806169339472,25.519488951889493,66.4487753226421,0.992651603867812,2.979292863707526,0.48968264274531603,11.440979741886313,4.0
6.27871266026016,0.39851493589593584,0.293218349349599,6.793563301300803,0.0638910384624385,9.638620192195187,116.5742532052032,0.9946470341345366,3.1755448076878077,0.39683214742764705,9.944551923121924,4.0
7.6,0.31,0.23,12.7,0.054000000000000006,20.0,139.0,0.99836,3.16,0.5,9.7,4.0
6.493931350223997,0.5380697654246506,0.08908970253359959,4.950387585692503,0.032257585812220005,6.886378718330005,32.11362128166999,0.9926274374140083,3.2049258008941,0.45431893591650024,10.982569222056998,4.0
6.628445248455584,0.31288868788610386,0.21708923059362342,5.1575529425193505,0.050288868788610386,6.0,89.28666063658312,0.9949145317655116,3.2199116739189093,0.47142226242277924,9.656448866505714,4.0
7.834368308858065,0.3010421127427957,0.39567630270010745,1.3,0.046137473235432255,8.465631691141937,72.31042112742796,0.9938443461819039,3.1420842254855916,0.5991352605400215,10.439689507342582,4.0
6.765930489952243,0.2814511216076411,0.4122396841723011,5.166248967270328,0.05853627804019103,38.46372195980897,164.92744391961796,0.9969826502361719,3.510567709550333,0.5012302685933141,9.292744391961795,4.0
6.4,0.27,0.19,1.9156381804403446,0.08484361819559656,21.0,195.21809097798277,0.99516,3.49,0.6384361819559655,9.515638180440344,4.0
7.090983489575255,0.2705169807662478,0.334123584936146,1.9293820753192699,0.043587641506385395,23.824716987229202,136.2938207531927,0.9937203655648945,3.2967780661063286,0.6161601414255984,10.202837263617445,4.0
8.488398592543842,0.3441850527796059,0.3660450762372085,1.6325029322003273,0.045,11.046500586440066,118.81399765423974,0.9955944104339657,3.1746500586440063,0.4746500586440065,9.381399765423975,4.0
6.785909832059825,0.28803005598005843,0.22098497200997078,6.2240738626240315,0.05814090167940175,13.76060111960117,83.85909832059825,0.994838904940465,3.043242078372082,0.44196994401994155,9.652120223920233,4.0
8.806605006773236,0.16561992847466808,0.49,5.8215513627742865,0.04624797138986723,20.809964237334036,107.56199284746681,0.9948927231471146,2.9763615735573024,0.42322135898130675,10.368597854240042,4.0
5.8534727160027105,0.28616318209993225,0.30031692977549135,1.2729602237508473,0.07042751149746782,44.88671597248475,166.0,0.9951264329397536,3.421072156625593,0.5330815910499661,8.942144313251186,4.0
6.257594760548679,0.530658305358581,0.05673411379752461,1.2684810478902642,0.042,22.739241915610563,80.57594760548679,0.9933848104789027,3.2816329431012377,0.4020632664768151,9.620632664768152,4.0
8.106830088072215,0.36844268214551357,0.482773131305362,1.7228142273818379,0.04691256909527351,10.228142273818378,71.36885364291027,0.9934904506124907,3.142131218574616,0.5417486180945298,10.70874309047265,4.0
7.004932928161199,0.2751854766457528,0.27135753892374537,1.4012430688344564,0.024123519939913105,3.1728492215250927,88.65430155694982,0.9900440804862065,2.9785201215516404,0.30864246107625465,11.408642461076255,4.0
6.378854894898216,0.572918433182332,0.13866744970030176,1.294713723724554,0.05337003933928121,8.289647072065844,107.52643138137724,0.9930763215690689,3.1194713723724554,0.36183921546556924,9.102533325829354,4.0
6.428082029059056,0.5603039800536169,0.14758986776695396,1.307020507264764,0.052508564491466514,8.19734619551427,107.46489746367618,0.9930732448731838,3.1207020507264764,0.3633775634080955,9.154837155875247,4.0
7.129198540683939,0.4048114393278339,0.13550382488207272,0.9355038248820728,0.03293488525353782,31.806717665094304,95.0,0.9914040305990566,2.9780465576061346,0.381932823349057,10.493488525353783,4.0
6.248804716586565,0.2623207074879848,0.48056271203727513,7.21603537439924,0.04951195283413435,35.639941042667935,199.8720117914664,0.995597749151851,3.2316733967788087,0.5604781133653739,9.476792925120153,4.0
6.429281368569236,0.5359116920719219,0.14996305442795024,1.8950304200153476,0.04534989859994884,5.35359315715382,26.589321928589698,0.9932471457542872,3.267071863143076,0.3423942332864086,10.05893219285897,4.0
7.139344784656359,0.2968861339158106,0.3895101816941648,7.524618371443395,0.03978689569312718,63.93447846563591,193.24586507405485,0.9959016539703781,3.146720736878005,0.6659001244965584,9.449173014810972,4.0
7.896721025193304,0.20991817115656985,0.3531147350128869,2.4639370981958324,0.034893447871456096,14.516394874033482,121.13934187661087,0.9944614764118234,3.2206557949613392,0.39344263249355654,10.317213162467784,4.0
6.0273721906833755,0.6263412570962407,0.03608878736028953,4.708394665216376,0.03597201778261208,7.363139046583126,29.938565077638543,0.9935150852062111,3.307262780931662,0.4696654729502646,10.393856507763854,4.0
8.136178526884974,0.4713132008881099,0.2887327633941518,3.6032174997583226,0.04962442544647173,7.375574553528272,176.12672366058482,0.9950699540357177,3.1287787276764134,0.42370978125302095,9.587327633941518,4.0
7.0055188687049075,0.42900660363311677,0.2053863208093435,2.638521228327022,0.03891169810072149,5.0,30.044150949639256,0.9920777481114751,3.133620282823773,0.3402207547481963,10.909933963668832,4.0
6.7918203361527025,0.27204491596182434,0.2865236428648986,4.626583907503716,0.04620449159618243,6.0,88.06134747885473,0.9945959503445022,3.334274235306892,0.4795910168076351,10.555011848839865,4.0
5.604426651997616,0.2811545405906238,0.22899301447596343,1.737846318471195,0.07120139710480732,45.97048898668256,165.2751746381009,0.9942695314348581,3.2637587319050456,0.5515972057903854,9.105902202663486,4.0
8.227484427244889,0.2627484427244889,0.4427484427244889,1.3,0.04654968854489777,7.2748442724488855,69.82453281734665,0.9944,3.123509343653067,0.6172515572755112,10.227484427244889,4.0
7.229428841757747,0.2438238140292958,0.22970958238084513,1.3,0.046,8.617618597070422,63.33833491025352,0.9940764762805859,3.3341142316484507,0.49867860521971835,10.119119070146478,4.0
7.635305242132939,0.2460257963067947,0.27353052421329394,11.516629480876663,0.05685210684002955,43.617368946676514,175.63215826267356,0.9978117179830417,3.18545313529291,0.4730868447333826,9.13234737893353,4.0
7.846958994698556,0.3904773644217734,0.38543493716865973,1.0469589946985562,0.04008698743373196,5.543493716865976,100.3086987433732,0.9913730552248181,3.0392609623011957,0.4702616732770308,11.307390376988042,4.0
6.4788143950954895,0.3329008499316344,0.24523323889648507,2.6006316232964264,0.1362269226635208,8.0,110.89407197547744,0.9925877162940061,3.018537404291447,0.4415889203678383,10.032410030653192,4.0
7.090206853336483,0.6396735617778828,0.4753102800047238,1.7836780888941377,0.0502611505776938,17.261150577693797,128.16321911105862,0.9945383031760199,3.3054298648903586,0.5737976737797723,10.586942471115309,4.0
6.309809266540836,0.4481698455576527,0.28013169886582,4.528110810964309,0.06007175289224437,59.888737448009636,205.08492277882635,0.9939633969111531,3.235227065595402,0.5437920077505145,9.92811081096431,4.0
6.817628128238003,0.6327283971018236,0.08330527404462564,9.766105480892511,0.06182371871761996,25.867789038214976,141.9338945191075,0.997225560785945,3.3653726163375244,0.4608814064119002,8.917628128238004,4.0
7.639975881010661,0.29519927643031985,0.3375986332572708,6.251952565987632,0.043760064317304906,5.440016079326226,86.60004019831557,0.9948655917995437,3.214003617848401,0.4296014471393603,10.460004019831556,4.0
7.134391947096387,0.5020633218227402,0.14269849008057267,10.953969801611452,0.05865608052903613,23.492060396777095,140.74603019838855,0.9976848683232897,3.2822221138871983,0.4767195973548194,9.234391947096388,4.0
9.48017511768477,0.37510284166488594,0.4209102921614717,9.647133647159382,0.03773347926473731,4.1776804901751285,82.82231950982487,0.9953103808010145,2.9210940857806476,0.3044420122543782,10.046695852947462,4.0
5.52137212609607,0.4885054904682471,0.08786278739039298,1.0051262316731129,0.029948737683268875,6.632491788845915,50.683754105577044,0.9906335016422309,3.3929890190635055,0.45470032844616337,11.136750821115408,4.0
8.001151756739691,0.266353165847821,0.48925145700007816,9.18234170760895,0.0510940502456537,45.81189950869259,216.8234170760895,0.9968823417076089,3.076353165847821,0.489961608108677,9.400383918913231,4.0
6.4,0.34,0.2,14.9,0.06,37.0,162.0,0.9983,3.13,0.45,9.0,4.0
6.686295252069311,0.40134038570356556,0.401837329420593,5.6685237396534465,0.047454818991722755,43.49849554552483,200.77259050413863,0.9941820479530471,3.0981927596689105,0.6249849554552483,10.249849554552483,4.0
8.259602212367346,0.2659602212367345,0.4459602212367345,1.3,0.0471920442473469,7.5960221236734515,70.78806637102035,0.9944,3.104238672579593,0.6140397787632654,10.259602212367346,4.0
6.617018321358169,0.3157454196604577,0.2122327865772219,5.19469045558595,0.05057454196604577,6.0,89.37236258981373,0.9949368142733516,3.2119128249507183,0.47085091606790846,9.59360076746993,4.0
5.95833999769067,0.5887629954968072,0.09291300127013132,1.2,0.059583399976906704,8.583399976906703,108.0,0.9930541739974598,3.1349960013855975,0.3979090026557291,8.87705500981465,4.0
7.5,0.27646515970160174,0.4088832432823806,13.528841768668185,0.057525611791121235,51.96277477607936,171.68374119408082,0.9982717212776129,3.098650974626392,0.47646515970160175,9.064651597016017,4.0
7.387099839138051,0.46290206112754073,0.3025809823051856,4.758088729190601,0.052161299517414154,24.2258003217239,160.2258003217239,0.9958967844611125,3.344516006434478,0.5496770209120534,10.29032012868956,4.0
6.903532346430946,0.5445229410317989,0.2360779422615089,7.8462852702468044,0.05962891142472722,11.16605872225917,177.77385294841005,0.995761762329215,3.1961835282543904,0.39583029361129585,9.332155884523019,4.0
6.8,0.63,0.04,1.3,0.058,25.0,133.0,0.99271,3.17,0.39,10.2,4.0
7.485767492273428,0.20570955624236192,0.3485726109394095,1.3285891640911427,0.03985643343635429,9.429044375763805,127.71369453029524,0.9925115929205779,3.177145221878819,0.4299958617120667,10.814232507726572,4.0
7.7946869570609545,0.4485904037247823,0.3989373914121908,6.973136335230407,0.044704798137608845,17.422878882565307,117.98671739265238,0.9962845757765131,3.273483322917816,0.4240959627521769,10.329520186239115,4.0
9.2,0.1700743625648375,0.4664931540153792,2.0,0.04500743625648375,17.328375829010835,105.99256374351626,0.9951500743625649,3.096641879145054,0.5736555711142958,10.132837582901082,4.0
6.213563818725877,0.25703457280888153,0.46029919576737927,6.9517286404440775,0.04986436181274123,36.08045226592654,199.7839095468147,0.9956788032169305,3.281010653783772,0.5745744725096492,9.529654271911184,4.0
7.07073124692821,0.639024374897607,0.4460968703923151,1.7512187448803502,0.0507805000819144,17.780500081914397,128.4878125511965,0.9944156068556478,3.296341248566498,0.561463123054533,10.56097499590428,4.0
6.689589526723418,0.2782807854957437,0.2748185599244699,4.379179053446835,0.044619869084042724,5.861986908404273,87.58596072521281,0.9941204164049863,3.3317192145042562,0.4689589526723418,10.724211782436155,4.0
6.26991886775578,0.5306178490937283,0.010796754710231208,0.8539837735511561,0.04023902641306936,31.07967547102312,97.15935094204625,0.9913672852068924,3.1215935094204625,0.4377886414858092,10.306178490937285,4.0
6.324785113808733,0.2825358143652112,0.23512893171476024,1.9498567425391553,0.07572636251896063,18.99426970156621,193.25644658573802,0.9949945272503793,3.49,0.5823639054121975,9.8256446585738,4.0
7.367529952154916,0.34777638277482614,0.4551294928232374,10.988123253607252,0.057641186602904675,48.83764976077458,193.90587559806355,0.9974180034449877,3.1793177416271106,0.5648705071767627,9.435881339709532,4.0
6.340847784131734,0.5826577553162432,0.13177866087387677,1.2852119460329334,0.054035163777694656,8.360910404753,107.57394026983533,0.9930786970134917,3.1185211946032934,0.36065149325411666,9.062150770639967,4.0
6.401484668638755,0.3003340504437198,0.29372924497033454,3.4741844432912554,0.03933580778106459,129.93690158285293,267.63449884616034,0.9951222152873758,3.4617190845168664,0.5467903890532296,9.577612814595694,4.0
7.222013313102574,0.20203760364153675,0.43203760364153676,4.1117038422000745,0.04447544084969191,35.77986686897427,162.77986686897427,0.9945679201213846,3.2635840242769114,0.5844026626205148,10.75245591503081,4.0
7.85392981774441,0.28175505456211775,0.3213162909215883,3.540766908528527,0.03797806181797353,8.868370907841172,75.97806181797353,0.9919648989087576,3.055045781866088,0.3106581454607941,11.693418545392058,4.0
5.282404113452798,0.3586476861828014,0.17884143970847916,1.6251087410871947,0.03841202056726399,8.96994858184003,44.618030850895984,0.9912520601028363,3.4272953723656028,0.41030051418159974,11.29098457455201,4.0
7.443688639723782,0.3651372034842656,0.2996707116377626,4.165092383269215,0.057065857672447484,9.994511860629377,117.99451186062937,0.994876268065228,3.1599451186062937,0.4096707116377626,9.802195255748249,4.0
8.218511815407664,0.46737552187180736,0.28980667585314346,3.4027538407465565,0.04966022252843812,7.339777471561885,176.01933241468566,0.9950728178022751,3.126988873578094,0.42621557699066803,9.598066758531434,4.0
8.1685150299528,0.25589822498314263,0.3153437159973028,4.390834240071925,0.03942942169957295,36.61640710006743,172.27864299977523,0.9967127864299978,3.4239688520080915,0.44255728599955046,9.127864299977524,4.0
7.217271638626774,0.24192740336478719,0.2544847759084516,9.397037633246391,0.04746850154105614,37.0,166.90362983176064,0.9974282435854648,3.3152482380887354,0.44455152240915485,9.0,4.0
