fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,class
7.075042278852331,0.9877042407317724,0.00928450631850483,3.1126479759831582,0.08817971899742041,5.464225315925241,13.071549368149517,0.9963214648104449,3.5928619747259805,0.5817802784332717,10.351831013056069,3.0
6.827086931016322,0.8204173862032644,0.004514488502720415,1.6063039652448374,0.25029639253993446,14.826232989292691,27.645653449183875,0.9950142765250833,3.3272231816043525,0.5109028977005441,9.836115908021764,3.0
9.905907486767713,0.7047010650361882,0.4092982228387266,2.4540996344831383,0.18303615704569154,5.0,15.670604991178475,0.9989388469876498,3.237407827073058,0.6151772246030314,8.778804260144753,3.0
10.784936077966083,0.484909209096043,0.49698721559321657,1.724546045480215,0.12222461538700675,26.301278440678338,47.679219935028264,0.9991155345611299,3.3382985915536745,0.7669737811581966,9.611297941525438,3.0
8.102029594719372,0.9053925958400583,0.16377629134391108,2.1186518510399854,0.06342474063519811,18.13481489600146,48.62696297920029,0.9977494444139994,3.2988088893760086,0.5537303702079971,9.569437042720102,3.0
6.850868023752627,0.7538837287667854,0.03916431653073904,1.8122325424664292,0.0829745672696812,5.959224858445236,12.163100566219056,0.9961386354812862,3.5340976947936418,0.63,9.886798530590115,3.0
7.359089294318824,1.1011330533535897,0.02045535284058791,3.37041982785472,0.08227214595477671,11.136605852176373,28.318746988411537,0.9967840981755653,3.4990857418202372,0.5440910705681177,10.290892943188242,3.0
10.786922765789262,0.6003269308552684,0.544814058486812,2.1322435638157717,0.15937310959212758,6.612178190788588,25.995504782889245,0.9998514098934207,3.1890192074341948,0.6106538617105369,8.593461382894631,3.0
11.52037842114629,0.5838981397980462,0.6490520329076149,2.183412171072144,0.07720145098307625,10.099526973567137,46.70141907929859,1.0006989801218293,3.25116114802495,0.5690047302643286,9.013270263142285,3.0
8.863720825102158,0.9044535085220866,0.2390744014333523,3.201000075343454,0.14725441499517405,5.0,14.975813883401438,0.997966139436762,3.400683737400662,0.5839116247530647,9.577814034088346,3.0
7.371794930237526,0.907841887403701,0.043205126744061864,5.179059717044742,0.08245299155039587,3.679487325593814,13.320512674406187,0.9982702564511663,3.418119662015835,0.5132051267440618,10.38119662015835,3.0
10.82579265150866,0.5993551837122835,0.5503206256303935,2.1354827209590552,0.1552917715915907,6.774136047952751,26.999643497307055,0.9998967580934267,3.1919344488631496,0.608710367424567,8.612896325754331,3.0
7.512816785497504,1.4570716675514812,0.008718321450249573,2.727719144417969,0.12740984640472547,4.651267141990017,9.871832145024957,0.9953388965442965,3.482563357099501,0.420923971480599,10.777943499696507,3.0
7.912624142831122,0.6991016517884248,0.12980614999696427,1.2927186785692601,0.22929440404850085,21.563120714155612,34.872182976053146,0.9958257147654501,3.338543735713852,0.6181717916641369,9.830906226189754,3.0
7.870714742410376,1.3634282060716991,0.007734706926010748,2.6027559501906987,0.11650302664607151,5.386735346300537,9.773470692601075,0.9963688190406103,3.4922652930739893,0.4348061811670484,10.938673534630054,3.0
10.191208962831224,0.6267665529847654,0.4621611950441632,2.3277720405477558,0.19253413867093466,4.873459977473469,15.87345997747347,0.9993164835851325,3.1751848027031837,0.6230402987610408,8.513886020273878,3.0
6.786247905585401,0.8074363480719703,0.002750418882919865,1.2825125664875958,0.2410085415564073,14.624790558540067,26.662143949518114,0.9948874020179483,3.351629817153578,0.5265025132975192,9.8206281416219,3.0
9.445014217059276,0.9408343605187508,0.3228774879853733,2.1,0.17851281988383372,5.0,13.61253554264819,0.9978174521311267,3.275962559357088,0.5515547392584406,9.252665877625647,3.0
7.787936141334533,0.9346105915037644,0.11921884795675933,2.111347352124059,0.06247515577612766,18.86526478759411,48.77305295751882,0.9974755257046521,3.3031915887255647,0.5522694704248118,9.620568535131587,3.0
10.174080854835688,0.6533011694898264,0.45309987295649573,2.26190872070109,0.19224344268269197,5.0,15.849387236557126,0.9991891421311799,3.1953939994090756,0.6232224256450707,8.573204677959307,3.0
9.958421672171532,0.6351454325568988,0.4298962831566807,1.989605418042883,0.2082182633234743,6.349267112809208,17.594588406047247,0.9988247215673568,3.179625703459043,0.6152807224057177,8.571724905266628,3.0
6.93214746494364,0.9715121347264276,0.014841167445696888,1.8773824883145467,0.09321855603519417,5.742058372284845,11.226175116854533,0.9956801523816332,3.537102918614242,0.5706734256255143,10.195044546329397,3.0
7.531996809206836,1.4456936981835007,0.0,2.831034301026515,0.12339936184136716,5.0,10.700079769829106,0.9953856293552971,3.5442020740155566,0.44760223355521495,10.831996809206835,3.0
7.7031667393359875,0.8265638830533222,0.13042223191146501,5.041999920724377,0.10356778037625652,3.3655555995975686,14.365555599597569,0.9983212666957344,3.356133328048292,0.5401055579778663,9.870999960362187,3.0
9.065602434798388,0.8657595333303092,0.2720483976837365,3.0563182550611563,0.15418568359474463,5.0,15.110401623198925,0.9981545622724785,3.369055618548253,0.5899680730439516,9.423038133321237,3.0
7.823314479479595,1.107392345428741,0.00940698843287987,3.8502029916026057,0.09088545751862809,5.470349421643993,12.588951735068019,0.9976912106582141,3.559447586753401,0.5164825289178003,10.841104826493197,3.0
7.3241852290900455,1.0295797196345926,0.03790738545497742,2.619982425435971,0.06970668247241626,16.372215636493223,40.53516981848419,0.9969411664690948,3.3873927330881446,0.5475814770909955,9.941852290900451,3.0
8.151035571510562,0.9957932803704662,0.02,3.251035571510561,0.0834413833931646,6.0,11.093102767805899,0.9986481399180068,3.486517193746413,0.5030343874928259,10.902242093803805,3.0
7.618631150344687,0.9244965092947965,0.08803016955726911,2.038329454771996,0.06963387633192054,21.438979388653426,48.897215757953326,0.9971805359873993,3.317194896943267,0.5818631150344687,9.720556848409334,3.0
7.550209028581665,1.509794730300148,0.004979097141833477,2.4584949942120105,0.13152299314398316,4.8008361143266605,9.497909714183347,0.9950906120502178,3.490041805716333,0.41194983314040035,10.830292640014331,3.0
8.120834753816236,0.6774130464774755,0.15409738794522748,1.3100695628180197,0.22223837778733868,22.60417376908118,35.97107231180791,0.9960345037392435,3.342013912563604,0.6384144899543562,9.836689854272674,3.0
6.937320853734091,0.9040876611956978,0.013219404179025986,2.630622988069317,0.08444156602992531,5.6609702089513,12.6780595820974,0.9962034178746292,3.577122383283896,0.5994873188056169,10.204272343286524,3.0
7.880948510464807,0.9693646116811642,0.030476287238379828,4.20318202160912,0.08330158085077467,4.952371276162017,12.047628723837983,0.9986266639573254,3.452063234030987,0.5004762872383798,10.720632340309871,3.0
8.108168975209168,1.173464819832666,0.014519113577404787,3.043742382531311,0.0985243490198773,5.725955678870239,10.451911357740478,0.9977799756241003,3.4854808864225952,0.46533601109832157,10.972595567887025,3.0
10.183931545900412,0.6521847934194434,0.44164182217771125,2.2337566620616496,0.18806479015449895,5.102889740047423,15.485551299762886,0.9993506129247772,3.1929247168151753,0.6155954363933608,8.6675133241233,3.0
7.543543212132558,1.5003959291069078,0.005645678786744136,2.5064888726455776,0.13078975333458143,4.774172848530235,9.564567878674413,0.9951348730714398,3.488708642426512,0.41354962908818593,10.820960496985583,3.0
7.333962663757287,1.1167614192158635,0.011006222707118804,4.5691804585064455,0.09369813318786435,4.559751091715247,14.0,0.9969257841921307,3.5793713755472534,0.5355975109171525,10.589937772928812,3.0
7.278984176922855,1.1273676894612272,0.03210158230771439,4.411313926155437,0.10168825946151416,3.7159367076914247,12.21015823077144,0.9968915450652323,3.435796835384571,0.47704379753851456,10.450577847691997,3.0
7.41682799299901,1.2182352861730443,0.0,4.069099075260645,0.10036559859980196,5.0,13.579300175024756,0.9964451824644092,3.6190618045506437,0.5282204049006932,10.71682799299901,3.0
7.180814357047306,0.9889482434367027,0.041918564295269314,5.118136629259391,0.09088957927520375,3.3232574281892275,13.191856429526931,0.9975433926692059,3.4161628714094614,0.5006045543086464,10.31314009986623,3.0
7.736216989333559,0.9394216754108317,0.1118819449984817,2.110144581147292,0.06231879554914797,18.98554188527079,48.79710837705416,0.9974304217930234,3.303913251311625,0.5520289162294585,9.628987931968954,3.0
9.57350102528514,0.7713640855395681,0.30502165804000725,2.611642222442533,0.15434577092051244,5.39357094034041,14.03214529829795,0.9992110859486366,3.2859427009089313,0.5749000683523426,9.423284444885066,3.0
10.36597090901847,0.6113795577424944,0.48567738574018404,2.0972408845150112,0.1988779597027712,5.0091970516166295,15.963211793533482,0.9993687300245034,3.1635868501304856,0.63,8.414255430005776,3.0
10.186909759981333,0.6516033325750732,0.4423083748529649,2.2319130057258416,0.1882293010275403,5.101471542866032,15.49264228566984,0.9993512936594243,3.19247089371713,0.6157939839987555,8.663826011451684,3.0
7.503797877070333,0.923792243479332,0.03990505307324167,4.926054068948528,0.08267299646178389,4.009494692675832,12.990505307324167,0.9983626585139492,3.4269198584713556,0.5099050530732416,10.469198584713554,3.0
11.578235189461259,0.5820246335384874,0.6569124338538066,2.199493841615378,0.07393419940999917,10.050615838462187,47.010123167692434,1.0007810190605766,3.250303695030773,0.5698987683230756,9.003543108692353,3.0
7.630666569677746,0.8323858663743628,0.1207555426236994,5.121091014897005,0.10097535006726484,3.321616102834997,14.321616102834998,0.9982922666278711,3.3614060676598,0.5376888856559249,9.910545507448502,3.0
8.589178495090266,0.7554144541821453,0.2485571326787021,4.07544164171971,0.13524941285474285,3.9025324212668275,14.902532421266828,0.998675671398036,3.291696109447981,0.5696392831696755,9.387720820859855,3.0
7.469725762768768,0.9196751963345595,0.0407568559307808,4.991358954693195,0.0826162096046146,3.92431440692192,13.07568559307808,0.9983388080339382,3.4246483841845845,0.5107568559307808,10.446483841845845,3.0
7.20441162214922,0.9828920095541939,0.03259806297513003,5.195343826278771,0.08722058110746099,3.696077480994799,14.0,0.9975649026640638,3.4800489103144017,0.526960774809948,10.3740193702487,3.0
10.669123171352672,0.4713977033244784,0.47382463427053434,1.6569885166223919,0.12907687902830026,28.617536572946566,47.77573069053944,0.9988761878874621,3.350844989770127,0.7949619002564376,9.698157621485496,3.0
8.049808569553132,0.7987274936570969,0.1766411426070842,4.663845196851129,0.11596285188099076,3.5756415573049285,14.575641557304928,0.9984599234278212,3.3309230131234084,0.551660285651771,9.681922598425563,3.0
6.8711747262490395,0.829234945249808,0.011862454374840004,2.2676208937356,0.223108918813092,12.915761862541599,25.441263687548,0.9955095294248641,3.3389799269997438,0.5123724908749681,9.89489963499872,3.0
6.89761990944778,0.834523981889556,0.016269984907963386,2.6642986417167047,0.20680105584053549,11.76980392392952,24.119004527610983,0.9958065969827967,3.3460319758527413,0.5132539969815927,9.930159879263707,3.0
10.383158744566515,0.6395745197972643,0.49268432737789597,1.9464914051180242,0.12292715881222135,11.521051569291856,42.43684529212443,0.9992561326571687,3.2677456016417383,0.5547894843070814,9.202806875905582,3.0
8.8715418240017,0.973027903923565,0.23124228662883833,3.53174744304679,0.08894155667808594,6.7518355047639265,25.562114331441915,0.9980715418240017,3.4968605016379417,0.5505110130285835,10.104375928380264,3.0
8.119068092593015,0.9981373945216558,0.024523297685174663,3.746786155863391,0.08369844682098836,5.547670231482534,11.452329768517465,0.9987933476648151,3.467937872839534,0.49452329768517467,10.879378728395341,3.0
9.338599966131065,0.7366832298488729,0.3393496726121511,2.1,0.15240819202974773,10.13580661549485,27.29877455408867,0.9985953902969058,3.211358066154949,0.6026090313840274,8.845103240009554,3.0
7.270492581000641,1.0511756670339962,0.02158456983322642,4.875952525163566,0.09052462905003207,4.136617206670943,14.0,0.9972389032670635,3.5307109787671584,0.5313661720667094,10.484154301667735,3.0
7.581265046434381,1.5429984667079035,0.0,2.301400750830399,0.13325300928687628,5.0,9.468373839140462,0.9949323615728036,3.512177719817652,0.41311446749593295,10.881265046434383,3.0
9.039451528680097,0.665157370458915,0.31717357256206624,1.98968525908217,0.1551386720267491,5.367715803059434,14.529136787762265,0.998149766269598,3.3034091631931792,0.63,8.969959494742122,3.0
9.843075027868377,0.7187329707495074,0.36535488718958903,2.4447630779862433,0.16923652534891986,5.2652023676817254,14.673988161591373,0.9992727028635128,3.2448647576581524,0.5928716685245584,9.089526155972486,3.0
9.594834176849025,0.6746572554954571,0.3826445569132032,2.978362716164701,0.17120922208126815,4.512020713241833,15.512020713241833,0.9990779336707396,3.21855751441098,0.6031611392283008,8.839181358082351,3.0
8.275709499277202,1.0244532584658466,0.01946021109504891,3.4229410284604214,0.08435086278821821,5.973010554752445,11.080968335742664,0.9988573844870257,3.4840484167871333,0.4913494722623777,10.991903166425734,3.0
6.760690227533324,0.7933796251433282,0.007861954493335209,1.4358586348000562,0.1927045300379823,12.069022753332396,22.317338680665074,0.9952170960648201,3.4104124766733546,0.5571717269600113,9.858964658700014,3.0
11.081823464850142,0.6053690595333783,0.5887507264168947,2.0920465551771135,0.09483501485081713,10.647720668937321,45.05683799318804,1.0001425635210286,3.257556741137602,0.5635227933106267,9.086362755858309,3.0
7.268024763397537,1.2775336733177556,0.007377227480054743,1.989341587799179,0.1152371789338385,5.368861374002737,10.106584122008211,0.9952173881037634,3.5184430687001367,0.48483811602062954,10.5495816946974,3.0
7.584669826812517,1.151143865084372,0.004103773929167033,4.075589608010401,0.09433254694604143,5.205188696458352,13.384433910624946,0.9970760377757835,3.5992216955312473,0.5297405651770825,10.761556608937505,3.0
7.69683548827377,0.9471176214997472,0.035079112793155766,4.556065314141942,0.08299472581378961,4.492088720684423,12.507911279315577,0.9984977848417916,3.4397890325515847,0.5050791127931558,10.597890325515847,3.0
9.088402042341713,0.668471902301766,0.2634544373117529,1.7538576692241845,0.10945992630861416,28.07665438476903,48.42309611537364,0.9977826679334755,3.350383271923845,0.7288402042341713,9.815380776925272,3.0
6.947755308145659,0.8445510616291318,0.024625884690943196,3.416329622184888,0.17588422664351017,9.59726998035477,21.61223459271704,0.9963697846281695,3.359401415505509,0.5149251769381886,9.997007077527545,3.0
7.744301859733547,0.8232606082335182,0.13590691463113957,4.99712524392704,0.10503867256016924,3.390485975596089,14.39048597559609,0.9983377207438934,3.3531416829284693,0.541476728657785,9.84856262196352,3.0
7.372245211526151,1.1281026836286085,0.013877394236924738,3.6532720478122362,0.0870082761494142,9.16321827107742,23.714175965847314,0.9967248965481323,3.5411846768836814,0.542775478847385,10.422452115261505,3.0
8.103459346291402,1.1772325229668792,0.014384552751182885,3.0349959288268873,0.09888093520936536,5.719227637559144,10.438455275118288,0.9977519869722461,3.4856154472488172,0.46473048738032297,10.971922763755915,3.0
7.578115630211691,1.560060907526208,0.0004863193286290768,2.092705210070564,0.1355653579805442,5.024315966431454,9.07294789929436,0.9947901517983749,3.5012157983215726,0.4055926722792344,10.87689983189012,3.0
6.99364168877215,0.85372833775443,0.03227361479535839,4.104625331582255,0.14758762525717395,7.608860153206818,19.317915561392482,0.9968852416372072,3.3716377836725733,0.5164547229590717,10.058188918362866,3.0
10.83842407854969,0.6508442717628196,0.5519624855617001,2.1822889320592953,0.07169756116770837,11.771106794070489,47.3542213588141,1.0001358349522236,3.260626640764423,0.566457786411859,9.123977475584935,3.0
7.0821375753058735,0.8714275150611749,0.04702292921764572,5.432063629588114,0.09301516189471085,3.7740384034121135,14.893121234706285,0.9978793454292693,3.395236686748233,0.5194045858435291,10.176183433741166,3.0
10.25717858870802,0.46487856841860276,0.40295357349095734,1.5276428537984477,0.14113000046821733,33.35500007803623,48.046071422997414,0.9982614892927932,3.376775000390181,0.8457178588708021,9.890785715400519,3.0
7.340405073154314,1.1488173658436907,0.001702712195591028,4.041417756040099,0.09538242341418852,5.0851356097795515,13.829728780440897,0.9965489186341323,3.6231891512176357,0.5476622048801597,10.636148292665336,3.0
8.510476100766333,0.9721587473531195,0.18137776312516776,3.4541587944507945,0.13512634612631078,5.0,14.74031740051089,0.9976364443607153,3.456025410879941,0.57331428302299,9.848634989412478,3.0
11.58145206016536,0.5778360736859586,0.6562904120330718,2.189180368429793,0.0750974197735496,10.370958796692818,47.015456616528866,1.0007616675910083,3.2520093601487527,0.5744824187933715,9.01391095487598,3.0
7.608230180872781,0.9513274250350902,0.09372567682148758,2.1071681437412275,0.06193185868635957,19.283185625877252,48.85663712517545,0.997318805390296,3.3056991137552636,0.5514336287482455,9.649822993811407,3.0
9.80162657706728,0.8390514097319752,0.37739846211057254,3.0777775040504944,0.08384823541129824,7.859079258413429,32.86992310552863,0.9990016265770673,3.4127099763605795,0.5571544755504806,9.727913052139433,3.0
8.27665837333057,1.0386733013355451,0.019333096380873393,3.3566512647567706,0.08576729459068552,5.9666548190436695,10.933309638087339,0.9987812840472217,3.4806669036191265,0.48699893371393027,10.996665481904367,3.0
10.290859931267759,0.6309185131736796,0.4721737887737339,2.1782170492581066,0.19625285764019307,5.0,15.927239954178505,0.9992981359358498,3.1770986107680512,0.6267257979380327,8.483674052694719,3.0
9.944329311948817,0.6643865014770768,0.4253241604056384,2.1,0.17956831430996306,7.204858167989599,20.850687969577116,0.9990545722203482,3.1820485816798962,0.6182407564373888,8.591087707892433,3.0
7.334995997137373,1.3385519085029398,0.005888977841391714,2.0116653323791245,0.11962751536789443,5.294448892069585,9.883346676208758,0.9951251166261663,3.5147224446034793,0.4677232451760047,10.620273552533893,3.0
9.591294769935958,0.7678900687267893,0.30900406755709514,2.6006270471825026,0.15532866348217667,5.3850977286019255,14.074511356990374,0.9992151530902711,3.2832312731526163,0.5760863179957305,9.401254094365006,3.0
7.570227334303371,1.5211989852491585,0.0,2.4200561562387577,0.13104546686067425,5.0,9.744316642415715,0.995033908524409,3.5193522327028086,0.42084086598764003,10.870227334303372,3.0
7.463384401031256,1.3101841920367296,0.0,3.568617688914003,0.1096768802062511,5.0,12.415389974218613,0.9960168635105124,3.588800139329684,0.49563091927812114,10.763384401031255,3.0
7.718644922680265,1.4850840618557883,0.0033898549337218497,2.3203405706919202,0.12801688442563708,5.1694927466860925,9.338985493372185,0.9954650898262142,3.496610145066278,0.41525434720174836,10.91694927466861,3.0
7.7681615149500205,0.9557361830564608,0.033295962126249495,4.419357096345795,0.0831136025249167,4.670403787375051,12.32959621262495,0.998547713060465,3.444544100996668,0.5032959621262495,10.64544100996668,3.0
6.744691658087453,0.7871342209816681,0.01872309548321562,1.9564208033060866,0.07921305929094516,5.936154774160781,12.127690451678438,0.9960383071355036,3.5551076180671375,0.6242539296744702,9.997883919379413,3.0
7.217617878004984,1.0725310247697402,0.0,3.322890879858668,0.1486749345652546,8.343672236575298,18.559553049875404,0.9960254963157157,3.5357692369692417,0.5308808939002492,10.426426817007476,3.0
9.067189627277031,0.769077367066935,0.30082691483932056,2.1,0.14023850264242174,11.449082448659526,30.187981387050957,0.99838964374971,3.2244908244865953,0.5956048936071492,8.958920478883826,3.0
6.738870597508307,0.7711752967836384,0.022915294813123058,2.178988325705997,0.07838870597508307,5.708470518687695,12.194352987541537,0.9962021271070431,3.5354235259343847,0.6193105856852155,9.974294123442691,3.0
7.169004336019502,1.0425526738786928,0.0,3.075772041432468,0.16244877146114114,9.234920506309134,19.774891599512454,0.9958723636584614,3.5106522402767424,0.5284502168009751,10.353506504029253,3.0
10.411935379874885,0.6097016155031278,0.49169084548227526,2.100994614989574,0.1987467851131372,5.049730749478684,16.30833064676784,0.999413924609854,3.1608951534906167,0.6294032310062558,8.405967689937443,3.0
7.992235242662267,1.4441185052205718,0.06864116746589677,2.1,0.145825292959901,5.0,9.980588106655668,0.9954099898306974,3.452371434819582,0.43221932350440057,10.54978996190869,3.0
8.906821922327584,0.7001019877235821,0.24178197137458257,1.789002208581758,0.10453969079855388,27.256615133092314,48.48167034763626,0.997708278658502,3.3462830756654616,0.7106821922327584,9.803665930472746,3.0
7.5103642352648405,1.1647665568681127,0.002452538561440891,4.145767111138762,0.09540584993506343,5.1226269280720444,13.632119215783867,0.9968844944731272,3.611605960789193,0.5338686535963978,10.736788078421613,3.0
9.596382715038034,0.7059156114309444,0.37593819181184995,2.1,0.16396683786783442,8.888470733686933,24.554635614111252,0.9987908062517223,3.1988847073368696,0.6092614894203364,8.737000796919535,3.0
7.696785172125367,0.6564953662891769,0.004973209767711385,2.2,0.06849196293031343,6.005358046457723,14.0,0.9959309010944598,3.360214321858309,0.58,10.949732097677114,4.0
7.161774501499987,0.84025739375625,0.019485212487500108,4.286746747250024,0.09466155246750028,5.0,13.05147875124999,0.996984556374625,3.405366912387501,0.5705147875124998,11.0,4.0
8.183593939270983,0.8045180809043964,0.1003127271251801,2.937759596492405,0.09404947475034373,22.934888893397275,59.32812121458033,0.9994697899001376,3.5191925253713827,0.6782030303645082,9.967187878541967,4.0
7.645867057016673,0.6845867057016674,0.018165317719333076,1.4100809368400156,0.07282560702630013,9.27520234210004,20.366936456133384,0.9966357664887694,3.1892641639470027,1.0231248492993255,9.236693645613338,4.0
8.82703615946734,0.6546372392933074,0.31509923485340363,2.1,0.0806461335306624,11.718685672000918,43.95824756266789,0.9979593428360005,3.30760438109333,0.5371868567200092,9.295824756266788,4.0
8.126126153490533,0.7906644229657913,0.008551051279087769,2.2,0.06956531538372633,5.289789744182446,14.0,0.9964783108457005,3.3315915897672976,0.58,10.985510512790878,4.0
7.157383067805706,1.0146621841430996,0.08042188958889748,2.561601963694681,0.07327422823278336,4.510547239722437,11.510547239722436,0.9958587343312333,3.535105472397224,0.6195781104111026,11.05316417191673,4.0
6.810044682122579,0.9077758203871431,0.05913902724663604,1.9985650454110602,0.06034438910134558,4.028699091778798,11.014349545889399,0.9959314796367116,3.527273586281014,0.6378475681165902,10.882780544932722,4.0
9.2222452397678,0.492738341854655,0.1819067348372399,2.2757944728488497,0.09428601022558598,6.2420552715115,14.0,0.9971633946359247,3.35452331629069,0.53452331629069,10.21784974436035,4.0
8.688515350447656,0.8644257675223828,0.2536067773702939,2.45901023363177,0.08819661131485304,11.0,70.54088240966479,0.9979888327476216,3.335901023363177,0.5324583124150595,10.291796678891183,4.0
9.69475334605882,0.8718291980621102,0.21284858845986154,3.113943538394461,0.10213943538394461,11.0,83.37781576861589,1.0001322953997964,3.375172511525605,0.6280809807664359,10.799401192190308,4.0
7.28612621040684,0.66717718420057,0.05336537192053203,2.2861262104068403,0.0606140129839164,4.7623624560076,8.762362456007601,0.9957591753961779,3.36811812280038,0.5072252420813681,10.7811812280038,4.0
7.391286539444744,0.9396995448546495,0.07282163486118597,2.8553947137506737,0.08083611062362533,5.543567302776281,12.543567302776282,0.9956287762996255,3.50195028880566,0.5945643269722372,11.118464904583558,4.0
7.057448192903477,0.8272487951381681,0.06367783132719253,2.183891566359627,0.05926443373456149,4.367783132719254,10.264433734561493,0.9960671132530877,3.4748325300921117,0.6068995180552672,10.9,4.0
6.752922332237432,0.5498618921872199,0.1264611661187159,2.782466006575409,0.07280764576483947,9.735388338812841,21.896917491780737,0.9954933366556757,3.4120616501643855,0.47780024202283466,10.061158965867657,4.0
6.690058913228269,0.7890648045510953,0.038011782645653684,2.073294057847821,0.0731929304126078,3.633529710760895,11.73294057847821,0.9957917353987663,3.5629823260315194,0.6326705942152179,11.119882173543463,4.0
7.764225315925242,0.6080281644906552,0.13677182266280555,1.8321126579626208,0.07757070379110291,14.21464810444855,42.46422531592524,0.9965284506318505,3.3421464810444856,0.5032112657962621,9.092845063185049,4.0
7.227086931016323,0.5894804258557128,0.4975638080744281,2.1361159080217633,0.10894377287695314,3.1805795401088166,9.0,0.9971114479000527,3.3345144885027205,0.5681942045989118,10.354173862032646,4.0
5.698818502646457,0.6471750882277757,0.02505907486767714,1.5988185026464572,0.07670604991178476,6.0,13.0,0.9952533978573218,3.6484711746912466,0.6183530249558924,10.083530249558924,4.0
8.230262188418033,0.4473503792090445,0.13906522209039018,1.7924680389830416,0.06718829902542398,16.037659805084793,40.075319610169586,0.9957732212350848,3.325090790903957,0.48320780064971736,9.09623401949152,4.0
7.515511084319519,0.9295940810561254,0.11782073822395481,2.1186518510399854,0.06025392595840058,12.373037020799709,31.93259255199927,0.9950499348039358,3.4577748170880405,0.44119111062399125,11.008311128160306,4.0
6.663100566219056,0.8681752089491185,0.0487565651151914,5.457287004558326,0.07863302372600713,22.633023726007124,47.0,0.9958578199784551,3.568582960364666,0.5024465084932859,11.134759773512377,4.0
8.159089294318823,0.8393151944898247,0.1595410946608253,2.2636428227247034,0.08513625060231769,9.04553528405879,23.40910705681176,0.9969282105611249,3.309092846817411,0.4659089294318824,9.836357177275296,4.0
7.015897021052348,0.6893461382894631,0.0,3.7196158513161084,0.06473845531578523,11.322435638157717,21.28974255263087,0.9958795504782889,3.42742950532896,0.5277564361842283,11.090641596053022,4.0
8.791706085536072,0.9531753388179358,0.04933648684288576,1.8066351315711424,0.07491706085536072,5.0,18.91706085536072,0.9961689574276211,3.300331756578557,0.44232229604989987,9.623222960498998,4.0
7.2342790242109345,0.7441744089676977,0.01463720825102157,1.6975813883401438,0.0636330236412921,4.0,8.0,0.9955408184911103,3.3446372082510214,0.3504837223319712,9.765720975789066,4.0
7.6508546472822685,0.8906623943799484,0.03679487325593814,1.8452991550395876,0.05845299155039588,4.0,8.679487325593813,0.9969100854077466,3.3985042817836493,0.4002136903113608,9.507692395356289,4.0
8.958104766433074,0.5174100397683457,0.26710010921874044,2.235482720959055,0.060548272095905506,15.774136047952751,34.5806911616378,0.9962606412512608,3.3328998907812597,0.518386176767244,9.903206256303935,4.0
7.3430702138955075,0.6719225178246256,0.057794349969650605,2.3430702138955075,0.05991803071905491,4.8256335709950084,8.82563357099501,0.9959084952275482,3.3712816785497504,0.5186140427791016,10.812816785497505,4.0
7.7763750952409865,0.8231875476204932,0.04236249047590136,2.0163435833282737,0.058,4.309062261897534,8.309062261897534,0.9969280252095302,3.3661812452379505,0.3979936976174575,9.656312071415561,4.0
9.150817761861182,0.6421274955644544,0.3489491296491236,2.1,0.07858570515179249,12.160206038901613,44.546941385202146,0.9981801030194508,3.3061326465369945,0.5416020603890161,9.354694138520214,4.0
12.120379932420407,0.48657340473057153,0.46089579481889786,4.5695970123895915,0.0705694301013694,25.810189966210203,48.873459977473466,0.9979494173731934,3.0835331059695306,0.5655710992115713,9.701232018021225,4.0
9.569949734049617,0.5350678407572282,0.20699497340496162,2.2449916223416024,0.10038710206122613,6.0,13.724958111708013,0.9976514773803223,3.34,0.5158743716756202,9.958743716756201,4.0
8.015547392584406,0.7020879147835698,0.20791208521643018,3.7549857829407234,0.08493040284054768,19.046398106301552,46.34106635105026,0.9969587952600255,3.3691412323360828,0.5065893364894974,9.948026066995492,4.0
6.665957943627824,0.9821285041672996,0.0811347352124059,2.4815576339849423,0.07335451718947299,18.432632393797054,31.88652647875941,0.996516311526797,3.5177305295751884,0.5813473521240589,11.0,4.0
6.5301225526885744,0.655691787472927,0.015061276344287444,4.1192646838685505,0.05888265954303593,10.849387236557126,20.225919145164312,0.9949530471902698,3.4454816170967137,0.5502101703762132,11.592907450266049,4.0
7.549064258647608,0.7095321293238038,0.06509357413523925,2.414137547366687,0.058,4.877339353380981,8.87733935338098,0.9964279413690247,3.3775467870676197,0.5230146577438158,10.679210836085765,4.0
8.045235023370907,0.8543837174869384,0.20551459307121112,1.8936466978278756,0.08387293395655752,7.515883255430311,22.226175116854535,0.9962773824883145,3.236785253505636,0.6273443929062449,9.793646697827874,4.0
6.108019144758986,0.9089896299222163,0.1274017549362403,1.6360063815863284,0.1413985641430761,7.680031907931642,20.360063815863285,0.9946290295148368,3.46259824506376,0.46299920230170893,9.544988034525636,4.0
7.778555480684134,0.7339722299295746,0.16258333003018238,2.0537777601609726,0.08422666560965836,16.483333993963527,76.82777799798784,0.9967093110327163,3.3005277898893315,0.5698944420221337,9.437611139738419,4.0
7.722718863760752,0.6442883571037634,0.18902369159220433,5.245118457961022,0.07553923733357527,4.110401623198925,11.665602434798387,0.9964039690875433,3.35217610550793,0.5655520081159946,11.444799188400538,4.0
